slot_id,entry_hour,exit_hour,day_of_week,is_weekend,occupied
6,11,15,0,0,0
67,12,15,5,1,1
7,3,5,4,0,0
51,9,10,0,0,0
72,2,4,2,0,0
42,14,18,4,0,1
64,1,5,0,0,0
15,16,20,5,1,0
29,5,9,5,1,0
33,7,8,0,0,0
94,2,4,6,1,1
27,17,18,5,1,1
36,21,22,3,0,1
29,0,4,2,0,0
38,15,16,1,0,0
57,6,10,1,0,0
97,2,6,3,0,0
27,22,2,0,0,0
55,3,4,5,1,1
33,8,12,3,0,0
68,4,5,3,0,0
86,18,20,5,1,0
66,14,18,2,0,1
10,7,10,5,1,0
5,5,8,5,1,1
74,17,20,6,1,1
97,18,21,4,0,1
38,23,2,0,0,0
13,14,15,1,0,0
31,6,8,1,0,0
47,9,10,3,0,0
100,5,9,6,1,0
88,13,15,3,0,1
52,16,18,3,0,0
56,8,10,0,0,1
15,18,20,3,0,0
29,4,7,3,0,0
8,22,2,4,0,0
5,6,8,0,0,0
29,18,20,2,0,1
47,19,22,6,1,1
68,6,7,2,0,0
76,23,0,5,1,0
45,1,2,4,0,1
2,22,2,1,0,0
27,15,16,5,1,1
95,12,14,2,0,0
36,7,10,0,0,1
36,5,8,1,0,0
26,5,6,3,0,0
43,8,11,0,0,1
27,3,5,1,0,0
69,10,11,2,0,1
20,4,6,5,1,0
11,16,20,3,0,0
74,19,21,3,0,1
38,6,8,6,1,1
6,14,16,0,0,0
72,14,16,5,1,0
23,13,17,3,0,1
47,12,13,1,0,0
90,10,12,6,1,0
46,12,13,6,1,1
12,21,0,4,0,0
90,23,1,2,0,0
13,8,10,0,0,1
62,9,12,5,1,1
82,3,4,4,0,0
89,16,20,4,0,0
97,13,15,0,0,0
60,23,2,1,0,0
43,17,20,5,1,0
76,10,12,2,0,1
100,15,16,0,0,1
68,0,1,5,1,0
5,6,8,4,0,0
37,9,12,4,0,1
72,8,10,0,0,1
92,2,6,5,1,1
31,21,1,4,0,0
9,22,23,0,0,0
51,13,17,6,1,1
29,14,17,0,0,0
78,1,5,2,0,0
40,23,1,0,0,0
41,13,16,6,1,1
86,15,16,5,1,1
11,6,7,5,1,0
23,3,7,4,0,0
1,17,18,3,0,1
46,23,1,2,0,0
21,4,7,5,1,0
90,5,7,4,0,0
36,6,8,4,0,0
54,14,16,2,0,0
87,0,2,2,0,0
57,23,2,4,0,0
1,3,6,6,1,0
63,0,2,3,0,0
54,10,12,6,1,0
55,17,18,1,0,1
40,13,14,6,1,1
15,21,0,4,0,0
21,10,11,2,0,0
47,9,12,0,0,0
73,16,19,0,0,0
53,3,7,2,0,0
9,23,2,6,1,0
74,14,15,2,0,1
52,15,19,1,0,0
57,20,21,5,1,1
26,12,15,2,0,0
41,8,11,0,0,0
35,10,12,3,0,0
63,10,13,2,0,1
25,5,9,1,0,1
90,0,3,3,0,0
75,21,23,1,0,1
38,5,8,3,0,0
2,12,15,2,0,0
7,21,0,0,0,0
82,23,1,3,0,0
91,21,22,4,0,0
34,4,7,5,1,0
91,14,18,1,0,0
17,17,19,3,0,1
43,19,23,1,0,0
59,13,16,0,0,1
51,14,16,1,0,0
54,4,7,1,0,0
24,3,7,4,0,0
25,1,3,1,0,0
71,6,7,3,0,1
52,9,10,1,0,1
70,15,16,2,0,0
88,9,12,1,0,1
33,17,19,2,0,0
49,16,20,5,1,1
29,20,0,1,0,1
63,12,15,6,1,0
22,0,3,5,1,0
26,0,4,6,1,0
28,14,16,1,0,1
85,0,3,3,0,0
49,5,7,6,1,0
71,12,16,2,0,1
81,0,2,5,1,0
84,4,5,5,1,0
49,8,12,2,0,0
20,16,17,4,0,0
86,15,19,1,0,0
92,7,8,1,0,0
63,16,18,3,0,0
61,14,18,4,0,0
49,23,3,4,0,0
71,0,1,6,1,0
1,11,13,3,0,0
96,4,8,5,1,0
13,23,2,2,0,0
94,5,6,5,1,0
87,0,4,0,0,0
51,0,2,3,0,0
56,9,11,2,0,1
83,9,11,5,1,0
62,2,4,5,1,0
32,16,17,4,0,0
30,18,22,3,0,1
29,10,11,0,0,1
49,17,18,1,0,1
45,1,3,3,0,0
93,8,11,0,0,0
30,23,1,0,0,0
16,16,19,3,0,1
40,13,14,2,0,0
19,3,5,3,0,0
18,16,18,5,1,1
1,16,17,6,1,0
78,11,13,4,0,0
47,19,23,5,1,1
66,17,20,0,0,0
92,2,5,0,0,0
94,10,13,1,0,1
38,17,19,0,0,0
51,3,7,6,1,0
63,16,18,1,0,0
4,17,20,0,0,0
1,4,6,0,0,0
8,13,16,3,0,0
29,9,10,3,0,1
55,14,17,4,0,1
3,0,1,5,1,0
32,15,16,2,0,0
10,10,11,4,0,1
74,22,1,0,0,0
83,19,23,4,0,0
34,5,8,3,0,0
97,23,1,5,1,0
87,21,23,0,0,0
55,15,19,0,0,0
92,1,5,4,0,0
32,0,4,5,1,0
50,23,0,6,1,1
7,23,3,1,0,0
93,8,12,6,1,0
8,21,1,2,0,0
65,11,14,5,1,0
57,16,18,4,0,1
67,14,16,6,1,1
88,18,22,4,0,1
87,21,23,2,0,0
59,9,12,0,0,1
72,11,13,0,0,0
54,13,14,1,0,1
67,8,11,4,0,0
51,12,14,2,0,0
97,2,4,4,0,0
92,20,23,3,0,1
8,13,15,4,0,1
34,20,22,4,0,1
35,9,13,3,0,0
96,15,16,3,0,1
88,6,9,6,1,1
78,3,7,2,0,0
32,19,21,6,1,1
46,22,1,0,0,0
16,10,13,1,0,0
68,15,16,6,1,0
37,19,20,3,0,0
54,3,6,0,0,0
85,21,22,2,0,0
14,21,22,5,1,0
95,22,0,4,0,0
55,16,17,2,0,0
48,12,13,2,0,0
82,10,14,3,0,1
7,2,4,1,0,0
74,8,10,6,1,1
7,5,8,3,0,0
33,21,22,4,0,0
23,20,0,3,0,1
85,10,14,4,0,0
19,15,17,3,0,1
19,18,19,5,1,1
36,4,8,1,0,0
29,13,16,5,1,1
60,16,17,0,0,0
82,2,3,1,0,0
2,3,4,6,1,0
1,15,19,3,0,0
47,15,17,2,0,0
69,20,22,0,0,1
20,3,6,2,0,0
11,18,22,5,1,0
2,16,17,6,1,0
67,12,15,1,0,0
87,21,0,6,1,0
12,22,0,0,0,0
20,23,0,5,1,0
5,0,1,3,0,0
37,11,15,2,0,0
38,3,7,3,0,0
94,10,14,4,0,1
9,4,7,6,1,0
98,1,2,0,0,0
53,16,18,2,0,0
44,7,10,1,0,1
99,5,8,1,0,0
86,20,22,1,0,1
24,8,10,5,1,1
81,12,16,1,0,1
74,10,12,2,0,0
30,15,17,6,1,0
59,15,17,6,1,0
87,1,3,6,1,0
96,9,13,5,1,1
81,11,14,4,0,0
81,7,8,1,0,0
14,10,11,6,1,1
9,9,12,1,0,1
40,12,13,5,1,1
66,16,17,1,0,0
25,6,9,4,0,0
73,23,0,5,1,0
22,2,3,5,1,1
4,19,22,0,0,1
26,12,13,5,1,0
58,18,20,1,0,1
29,6,9,5,1,1
98,8,12,1,0,0
87,18,19,1,0,0
37,12,16,6,1,1
75,21,22,5,1,0
70,7,9,0,0,0
18,21,0,1,0,0
85,17,21,6,1,1
42,22,1,0,0,0
100,1,5,0,0,0
41,17,18,5,1,0
38,17,19,3,0,1
34,10,14,6,1,1
17,0,4,3,0,0
37,13,15,1,0,0
25,15,17,2,0,0
76,10,12,3,0,1
87,0,2,6,1,1
86,6,8,5,1,0
85,15,18,6,1,0
27,13,14,5,1,1
57,14,15,3,0,0
31,13,17,2,0,0
6,20,22,4,0,1
91,10,13,1,0,1
40,15,18,6,1,0
98,18,22,4,0,0
12,16,18,4,0,1
53,5,6,0,0,0
71,10,12,0,0,1
10,16,19,1,0,0
45,8,10,2,0,1
17,17,18,0,0,1
26,16,17,6,1,1
85,11,15,6,1,1
92,22,1,3,0,0
62,21,23,6,1,0
46,21,23,1,0,0
64,4,8,5,1,0
2,10,14,4,0,1
54,3,7,6,1,0
65,3,6,1,0,0
51,2,4,5,1,0
53,23,3,5,1,1
36,22,1,0,0,0
26,16,18,5,1,0
29,6,7,2,0,0
21,3,7,5,1,0
11,22,1,5,1,0
40,12,14,4,0,0
11,11,13,2,0,1
36,0,4,1,0,0
59,20,0,2,0,1
39,18,20,2,0,1
99,20,23,1,0,0
54,19,20,4,0,1
98,17,19,6,1,1
55,10,13,5,1,1
24,19,23,2,0,0
22,2,4,2,0,0
69,16,20,6,1,0
56,11,12,1,0,0
33,9,13,3,0,0
36,7,8,6,1,1
20,14,18,2,0,0
83,4,8,0,0,0
99,3,4,5,1,0
81,20,0,5,1,1
62,19,22,6,1,1
98,18,22,4,0,1
73,20,22,6,1,1
26,3,7,2,0,0
66,14,17,1,0,0
73,16,18,0,0,0
73,11,14,6,1,0
40,2,4,1,0,1
17,9,13,6,1,1
1,14,17,2,0,0
89,9,13,0,0,0
61,23,1,4,0,0
43,22,1,4,0,0
42,17,18,6,1,0
25,0,3,4,0,0
39,2,6,3,0,0
35,20,21,1,0,0
3,11,12,2,0,0
44,0,2,0,0,0
51,2,3,6,1,0
94,2,3,6,1,1
98,4,6,5,1,0
12,18,21,5,1,1
19,0,4,1,0,0
44,3,6,2,0,0
59,3,4,3,0,0
49,16,20,2,0,0
61,13,16,1,0,0
17,17,21,2,0,1
74,0,1,5,1,0
57,21,0,5,1,0
55,15,19,0,0,0
47,2,6,3,0,0
12,22,1,5,1,1
62,20,23,0,0,1
80,8,9,3,0,1
88,22,0,5,1,0
83,3,7,3,0,0
8,20,23,2,0,1
95,4,7,0,0,0
21,10,13,3,0,1
81,20,0,6,1,1
87,8,9,3,0,0
80,2,4,2,0,1
70,5,9,5,1,1
72,23,0,5,1,1
25,10,14,6,1,1
82,8,12,1,0,1
89,14,17,1,0,0
12,22,23,5,1,1
15,2,5,6,1,0
59,0,3,4,0,0
26,19,20,4,0,1
26,21,0,6,1,0
47,18,21,3,0,0
32,13,15,5,1,0
10,16,17,1,0,0
16,21,22,3,0,0
71,13,16,0,0,0
17,16,19,6,1,1
23,13,14,6,1,0
26,11,12,1,0,0
85,15,19,1,0,0
86,0,1,1,0,0
7,12,16,6,1,1
14,5,8,4,0,0
79,16,18,2,0,0
7,11,13,2,0,0
9,22,2,6,1,0
48,18,21,4,0,0
72,5,8,5,1,0
59,6,9,5,1,0
87,0,1,6,1,1
93,0,3,6,1,1
82,4,5,4,0,0
95,5,9,4,0,0
94,15,17,5,1,1
39,15,19,2,0,0
99,13,16,3,0,0
18,0,3,4,0,0
59,12,16,3,0,0
17,19,20,3,0,0
14,9,10,0,0,0
31,23,0,2,0,0
24,9,11,6,1,1
99,8,10,3,0,0
60,12,15,6,1,0
45,2,6,6,1,0
98,17,21,2,0,0
3,19,22,2,0,1
37,1,2,0,0,0
43,16,18,6,1,1
40,18,22,5,1,0
90,22,1,2,0,0
55,12,13,3,0,0
87,12,13,5,1,0
39,0,2,5,1,1
15,1,3,1,0,1
4,0,3,3,0,0
93,23,2,3,0,0
86,4,5,2,0,0
25,23,0,3,0,0
13,2,6,6,1,0
82,6,7,1,0,0
33,23,2,2,0,0
16,21,23,4,0,0
42,12,15,3,0,0
66,22,2,3,0,0
55,17,21,0,0,1
99,23,1,4,0,0
42,20,23,4,0,0
34,6,10,6,1,1
30,0,3,1,0,0
13,4,8,6,1,0
13,16,18,4,0,0
18,7,11,6,1,0
32,14,17,6,1,0
96,19,22,0,0,1
99,3,7,1,0,0
39,1,2,6,1,1
46,4,6,6,1,0
29,0,2,4,0,0
62,4,8,1,0,0
93,5,9,4,0,0
62,1,2,4,0,0
57,0,2,6,1,0
16,3,4,5,1,0
56,6,8,4,0,1
10,21,1,6,1,0
30,0,2,3,0,0
25,0,2,4,0,0
84,7,9,3,0,0
5,19,20,2,0,1
65,15,16,5,1,0
94,20,22,0,0,0
49,12,15,1,0,0
3,22,23,1,0,0
45,23,3,2,0,0
14,22,2,4,0,0
30,17,19,0,0,0
68,19,23,2,0,1
18,9,10,2,0,0
62,11,14,1,0,1
37,0,3,3,0,1
25,9,12,3,0,1
48,8,12,4,0,1
65,2,4,4,0,0
53,18,22,6,1,1
79,8,10,6,1,1
73,9,12,2,0,1
15,18,19,4,0,1
49,15,19,3,0,0
88,23,0,0,0,0
68,17,20,1,0,1
12,13,15,3,0,1
59,2,3,6,1,0
37,1,5,5,1,0
61,0,1,4,0,0
43,17,18,1,0,1
70,23,3,5,1,0
39,8,10,1,0,1
56,12,16,2,0,0
63,1,4,4,0,0
46,6,8,2,0,0
88,15,16,1,0,0
11,20,0,2,0,1
62,18,21,4,0,0
77,14,18,3,0,0
98,21,23,0,0,0
25,10,13,5,1,1
71,0,1,3,0,0
52,20,22,1,0,1
4,6,9,3,0,1
59,19,21,2,0,0
72,7,8,4,0,0
20,9,12,3,0,1
93,4,8,3,0,0
63,8,12,4,0,0
54,0,1,2,0,0
74,1,4,0,0,0
98,18,19,3,0,1
57,13,14,5,1,0
90,19,21,1,0,0
41,9,13,6,1,1
3,8,9,2,0,1
6,9,11,2,0,0
5,5,6,3,0,0
5,16,17,5,1,1
54,5,6,6,1,0
47,3,7,4,0,0
87,19,22,6,1,1
49,2,6,3,0,0
9,22,0,3,0,0
99,18,21,4,0,1
20,17,19,1,0,0
61,23,0,4,0,0
35,3,6,3,0,1
50,7,9,0,0,0
82,16,17,4,0,1
62,4,6,1,0,0
17,12,14,4,0,0
88,0,4,4,0,0
3,12,13,2,0,0
32,3,7,2,0,0
99,21,0,3,0,0
13,23,0,3,0,0
89,13,17,6,1,0
73,2,6,4,0,0
68,4,7,0,0,0
14,6,8,5,1,0
98,0,2,3,0,0
11,22,0,4,0,0
56,11,14,4,0,0
67,10,14,5,1,1
92,23,0,4,0,0
29,7,10,5,1,0
9,5,7,5,1,0
67,21,23,6,1,0
25,1,2,4,0,0
98,18,21,6,1,0
76,19,21,4,0,1
42,19,22,2,0,0
9,23,3,5,1,0
79,13,16,1,0,0
40,0,4,5,1,1
25,9,10,1,0,1
5,15,19,4,0,0
11,3,7,3,0,0
59,10,11,0,0,1
98,15,17,6,1,0
88,19,20,4,0,0
79,0,3,0,0,0
38,15,16,2,0,1
72,18,21,1,0,0
5,20,22,6,1,1
48,21,0,2,0,0
90,8,9,3,0,0
18,8,9,3,0,1
70,8,10,5,1,1
37,16,17,6,1,1
60,11,13,6,1,1
48,12,14,6,1,0
77,7,8,4,0,1
28,15,19,5,1,1
69,17,20,3,0,0
77,0,4,3,0,0
81,0,2,5,1,0
40,11,14,2,0,0
45,5,9,0,0,0
96,8,9,1,0,1
62,22,2,3,0,0
93,4,7,5,1,0
58,15,18,3,0,0
67,17,20,2,0,0
56,16,19,6,1,0
40,17,21,6,1,1
98,0,1,1,0,0
40,18,19,6,1,1
91,21,0,6,1,0
77,7,8,2,0,0
33,2,6,0,0,0
6,4,5,2,0,0
88,22,0,1,0,0
19,7,8,6,1,1
80,18,21,1,0,0
40,17,18,3,0,0
92,17,18,0,0,0
97,20,21,4,0,1
59,0,1,3,0,0
59,14,16,6,1,0
48,17,21,5,1,0
41,6,9,2,0,1
13,15,18,2,0,0
45,15,16,1,0,0
89,14,18,5,1,1
53,5,6,1,0,0
42,8,10,5,1,1
100,6,10,1,0,0
63,13,17,4,0,1
27,10,14,4,0,1
38,20,0,3,0,1
60,15,16,4,0,0
7,5,7,5,1,0
5,21,1,1,0,0
45,15,18,5,1,0
58,19,22,3,0,1
31,15,17,3,0,0
23,11,14,6,1,0
42,16,17,0,0,0
10,4,5,4,0,0
32,12,14,2,0,1
53,7,11,2,0,1
30,23,2,0,0,0
39,4,7,1,0,0
31,11,13,0,0,1
82,8,10,1,0,0
100,2,5,4,0,0
2,2,6,4,0,0
78,0,2,3,0,0
77,21,22,3,0,1
93,17,20,3,0,0
12,23,1,3,0,0
39,11,13,2,0,0
66,8,10,6,1,1
96,8,11,3,0,1
13,17,18,3,0,1
46,17,18,3,0,1
27,6,9,1,0,0
17,3,5,5,1,0
95,12,15,3,0,0
98,16,19,0,0,0
60,23,1,3,0,0
64,1,4,3,0,0
88,13,17,2,0,1
35,2,3,5,1,0
70,4,8,3,0,0
83,13,17,5,1,1
30,2,6,1,0,0
71,22,1,4,0,0
74,6,8,5,1,0
96,17,20,5,1,1
98,12,13,3,0,0
63,22,1,6,1,0
28,21,0,3,0,0
60,9,12,3,0,1
79,12,15,2,0,0
94,15,19,6,1,0
37,8,10,4,0,1
93,1,2,2,0,0
22,22,23,2,0,0
68,4,5,2,0,1
20,21,0,6,1,1
96,16,17,1,0,0
100,22,2,4,0,0
68,21,23,1,0,1
91,3,6,1,0,0
64,16,19,4,0,0
17,8,12,1,0,0
12,19,20,6,1,1
22,1,4,4,0,0
17,23,2,5,1,0
10,17,21,5,1,1
65,20,0,3,0,1
22,21,22,2,0,0
90,10,12,5,1,1
82,12,14,5,1,0
50,7,8,1,0,0
14,0,2,4,0,0
64,16,20,0,0,0
47,11,15,1,0,0
29,3,7,1,0,0
76,20,22,6,1,1
36,12,14,4,0,0
99,8,11,0,0,0
52,6,9,0,0,0
76,22,1,3,0,1
7,23,1,1,0,0
29,4,7,6,1,1
11,4,8,2,0,0
33,16,18,5,1,0
6,8,9,1,0,0
79,5,7,2,0,0
32,18,21,2,0,0
51,15,17,4,0,0
75,20,23,1,0,1
58,1,4,4,0,0
87,9,10,3,0,1
26,15,16,2,0,0
98,4,8,0,0,0
46,14,17,2,0,1
98,12,14,3,0,0
29,12,13,2,0,0
4,12,13,4,0,0
81,14,17,1,0,0
99,13,15,0,0,0
13,7,8,4,0,1
39,10,11,5,1,1
15,17,19,1,0,1
29,23,0,0,0,0
29,3,5,3,0,0
75,9,12,2,0,1
32,0,1,0,0,0
2,4,7,6,1,0
47,12,14,5,1,1
78,0,3,3,0,0
84,22,1,1,0,0
22,7,10,6,1,0
75,2,6,0,0,0
27,2,4,3,0,1
67,6,8,1,0,0
81,3,5,6,1,0
56,2,4,6,1,0
92,14,16,4,0,0
93,7,8,2,0,0
21,2,3,3,0,1
47,6,7,6,1,0
80,17,20,4,0,0
59,10,13,5,1,1
84,10,12,5,1,1
6,16,20,1,0,1
19,5,7,6,1,0
57,7,8,6,1,1
69,0,2,0,0,0
3,9,12,6,1,1
1,18,20,2,0,1
58,2,3,1,0,0
38,3,5,3,0,0
15,10,13,6,1,0
34,14,18,2,0,0
61,0,1,6,1,0
35,8,10,4,0,1
64,10,13,2,0,1
25,18,19,4,0,1
24,12,13,1,0,0
12,15,18,6,1,0
18,3,5,0,0,0
15,0,2,5,1,0
80,19,21,2,0,0
27,12,13,0,0,1
72,0,4,0,0,0
60,4,5,5,1,0
46,4,6,2,0,0
89,13,14,6,1,1
17,22,2,2,0,0
93,13,14,0,0,1
53,7,10,3,0,0
8,3,5,3,0,0
79,6,8,2,0,0
27,19,21,0,0,1
46,18,19,0,0,1
50,14,15,1,0,1
71,21,22,0,0,0
3,3,5,5,1,0
93,18,19,3,0,1
64,8,10,1,0,1
44,20,21,6,1,1
53,12,14,5,1,0
24,13,16,6,1,1
60,22,23,3,0,0
3,13,15,5,1,1
20,21,0,4,0,0
46,9,12,2,0,1
15,15,19,4,0,1
25,4,5,2,0,0
94,22,0,3,0,0
78,5,9,3,0,0
71,1,2,4,0,0
17,12,15,5,1,1
84,12,13,6,1,0
100,18,20,2,0,1
9,17,20,2,0,0
38,18,22,1,0,1
48,0,1,0,0,0
60,7,8,5,1,0
63,21,1,5,1,1
86,15,16,1,0,0
2,1,2,3,0,0
88,7,8,4,0,1
72,5,8,5,1,0
11,15,18,2,0,1
64,22,0,1,0,0
77,10,11,4,0,0
81,16,18,6,1,0
72,22,1,4,0,0
21,18,19,5,1,0
18,10,12,0,0,0
94,7,8,2,0,1
64,21,22,4,0,0
82,3,7,6,1,0
95,10,12,2,0,0
38,7,10,5,1,1
32,8,10,1,0,0
11,1,3,6,1,1
45,15,17,4,0,0
89,5,9,6,1,0
33,20,21,5,1,1
41,20,23,4,0,1
8,18,22,6,1,0
11,7,10,1,0,0
86,13,17,6,1,1
51,23,0,2,0,0
88,15,18,2,0,0
41,11,13,4,0,0
17,4,8,5,1,1
76,23,2,1,0,0
46,23,0,3,0,0
32,18,21,2,0,1
79,17,21,6,1,1
80,8,9,3,0,0
54,1,3,6,1,1
86,19,23,4,0,0
92,11,15,3,0,0
20,1,2,5,1,1
33,9,13,6,1,0
74,0,3,5,1,0
40,3,5,6,1,0
32,11,14,3,0,0
97,8,9,5,1,1
2,3,7,2,0,0
97,8,10,4,0,1
33,5,6,3,0,0
77,0,3,6,1,1
30,9,13,2,0,0
33,13,17,6,1,1
77,21,22,3,0,0
26,17,20,6,1,0
22,5,9,2,0,0
66,17,20,5,1,0
38,19,21,5,1,1
90,15,19,4,0,0
46,14,16,6,1,0
15,15,19,5,1,1
98,7,8,1,0,0
44,12,16,2,0,0
49,22,2,2,0,0
75,10,13,3,0,1
61,6,9,4,0,0
67,16,18,0,0,0
6,17,19,5,1,1
9,21,23,0,0,0
6,22,2,1,0,0
73,18,22,4,0,1
95,12,14,2,0,0
32,14,15,0,0,0
41,22,23,1,0,0
76,21,1,4,0,0
8,21,22,1,0,0
72,0,1,5,1,0
50,15,17,0,0,0
92,4,5,3,0,0
62,2,3,3,0,0
84,22,2,4,0,0
62,9,13,1,0,1
7,18,22,2,0,0
75,4,5,0,0,0
84,6,8,3,0,0
80,13,16,3,0,0
4,2,6,1,0,0
6,12,16,3,0,0
58,12,16,6,1,0
22,9,11,1,0,1
26,1,4,0,0,0
3,5,8,1,0,0
41,7,11,3,0,0
60,3,4,1,0,0
14,11,15,3,0,0
75,14,18,5,1,1
82,7,8,4,0,0
12,6,7,3,0,0
87,13,17,6,1,0
12,22,0,6,1,1
13,18,20,6,1,1
25,13,14,6,1,1
45,21,1,3,0,0
19,12,14,3,0,0
55,20,0,4,0,0
100,0,4,5,1,0
45,18,22,2,0,0
8,0,2,3,0,0
93,3,6,2,0,0
53,9,13,0,0,1
55,2,4,5,1,0
32,19,22,1,0,0
51,8,9,2,0,0
44,2,4,6,1,1
82,5,8,5,1,0
70,5,7,0,0,0
18,22,1,5,1,1
83,11,14,1,0,0
22,22,0,3,0,0
37,0,1,3,0,0
96,15,19,6,1,1
56,23,2,3,0,0
59,4,8,4,0,0
3,8,9,4,0,1
28,9,13,4,0,0
74,12,16,6,1,0
35,14,16,4,0,0
61,11,13,0,0,1
93,4,5,6,1,0
54,4,6,5,1,1
63,17,20,0,0,1
79,11,12,3,0,1
97,2,4,1,0,0
7,6,8,4,0,0
76,16,17,5,1,0
49,18,21,1,0,0
94,17,18,6,1,1
85,0,2,6,1,0
31,23,1,0,0,0
58,4,5,4,0,0
61,1,4,6,1,0
24,0,3,0,0,0
20,6,10,0,0,0
37,10,13,2,0,1
4,10,11,5,1,1
92,17,20,0,0,0
20,16,19,3,0,0
60,1,5,6,1,0
24,6,9,0,0,0
50,6,10,4,0,1
49,9,13,6,1,1
51,21,0,6,1,0
96,20,22,3,0,1
36,2,3,0,0,0
98,11,12,3,0,1
100,2,5,0,0,0
66,10,11,5,1,0
79,11,12,3,0,0
34,3,7,1,0,0
36,15,17,2,0,0
6,19,20,3,0,1
39,17,19,4,0,0
42,3,4,2,0,0
58,21,23,2,0,0
12,5,7,0,0,1
3,20,21,3,0,1
18,14,18,5,1,1
40,0,2,6,1,0
21,2,4,2,0,0
15,4,5,4,0,1
97,21,23,5,1,0
99,16,18,5,1,1
26,13,17,4,0,0
8,8,10,6,1,1
100,2,6,4,0,0
94,12,14,0,0,1
87,2,4,1,0,0
42,10,14,6,1,1
44,1,5,3,0,0
14,23,2,2,0,0
78,14,16,3,0,0
2,12,16,5,1,0
37,18,20,2,0,0
69,21,23,6,1,0
38,15,17,0,0,0
41,17,18,3,0,1
62,6,9,0,0,0
60,12,13,0,0,0
14,3,6,6,1,1
89,8,10,3,0,1
84,9,11,3,0,0
2,8,12,6,1,1
70,6,9,6,1,1
17,14,17,2,0,0
89,7,8,5,1,0
28,18,21,5,1,0
66,10,12,6,1,1
35,4,8,4,0,0
5,1,2,0,0,0
65,9,13,5,1,1
40,15,18,1,0,0
76,22,1,6,1,0
56,12,13,6,1,1
36,7,10,2,0,0
45,8,12,6,1,1
23,10,12,2,0,1
47,10,11,4,0,1
31,22,1,4,0,0
11,15,19,6,1,0
10,9,11,0,0,0
67,23,2,2,0,0
14,11,12,2,0,0
80,5,8,1,0,0
74,11,14,0,0,0
93,9,12,0,0,1
10,17,19,5,1,1
76,17,19,4,0,0
94,3,6,5,1,0
1,8,11,0,0,1
5,6,7,6,1,1
20,17,20,1,0,1
8,7,11,6,1,1
43,10,14,6,1,1
76,6,7,0,0,0
1,8,10,5,1,0
57,7,10,3,0,0
64,2,3,6,1,0
84,16,18,6,1,0
28,1,2,3,0,0
37,14,16,1,0,1
47,13,16,4,0,1
76,17,18,2,0,0
37,15,18,0,0,1
49,19,20,5,1,1
44,21,23,4,0,0
56,3,4,5,1,0
28,19,23,4,0,1
79,5,9,0,0,0
6,5,6,2,0,0
61,10,14,0,0,1
20,16,19,2,0,0
78,23,3,5,1,0
2,2,6,1,0,0
73,12,15,2,0,0
37,21,0,4,0,0
20,2,4,1,0,0
26,15,18,5,1,0
29,14,15,3,0,1
1,10,14,1,0,1
35,17,19,2,0,0
70,14,17,1,0,0
59,4,8,5,1,0
69,15,16,1,0,0
33,15,16,5,1,1
51,16,18,3,0,0
78,8,9,2,0,1
12,22,2,6,1,0
20,2,5,4,0,0
53,19,20,1,0,1
88,12,15,6,1,0
43,21,1,0,0,1
98,2,6,4,0,0
89,6,9,1,0,0
50,5,9,4,0,0
29,8,10,6,1,1
57,11,12,0,0,0
39,14,16,4,0,1
95,20,22,6,1,1
56,19,21,4,0,1
43,2,5,0,0,0
50,9,12,0,0,1
23,0,4,0,0,0
44,18,21,3,0,1
38,18,22,5,1,1
84,22,1,5,1,1
23,22,2,6,1,1
45,12,13,0,0,0
52,11,15,6,1,0
80,0,1,5,1,1
50,18,22,4,0,0
8,23,2,0,0,0
85,15,18,1,0,0
1,22,23,0,0,0
8,22,0,0,0,0
29,14,16,5,1,1
96,15,19,6,1,1
5,10,13,2,0,0
86,23,1,4,0,0
47,5,8,5,1,1
34,10,13,6,1,1
65,2,5,6,1,1
55,14,18,4,0,1
90,0,1,6,1,0
43,6,10,1,0,0
74,0,2,3,0,0
30,16,17,2,0,0
82,8,10,1,0,0
17,22,23,1,0,0
26,12,13,4,0,0
8,10,14,2,0,1
47,19,22,4,0,1
76,5,8,3,0,0
91,0,1,6,1,1
72,6,10,4,0,1
89,11,13,0,0,0
46,21,23,4,0,0
68,19,22,6,1,1
33,22,1,0,0,0
1,18,20,1,0,1
19,16,18,3,0,0
31,3,7,6,1,0
80,2,4,5,1,0
14,0,4,0,0,0
53,17,20,3,0,1
48,20,22,4,0,1
69,14,17,5,1,1
90,7,8,4,0,1
62,0,1,6,1,0
92,19,20,1,0,0
66,13,15,6,1,1
64,3,6,6,1,0
70,4,6,6,1,1
63,22,1,4,0,0
73,12,16,0,0,1
33,23,1,1,0,0
41,14,15,3,0,1
89,5,9,1,0,0
48,0,3,3,0,0
13,22,0,2,0,0
73,18,21,0,0,0
77,12,15,0,0,0
31,5,7,3,0,0
75,14,16,4,0,0
68,15,18,5,1,1
98,23,2,4,0,0
4,22,2,2,0,0
19,15,16,3,0,0
70,9,12,2,0,0
98,21,22,3,0,1
82,8,12,2,0,1
13,8,9,3,0,0
23,16,17,0,0,0
83,16,20,2,0,0
75,16,19,2,0,1
1,23,0,3,0,0
88,11,14,1,0,0
54,12,15,1,0,1
71,11,13,0,0,1
89,13,16,4,0,1
85,9,12,4,0,0
15,22,23,0,0,0
65,18,21,4,0,1
76,1,4,5,1,1
71,3,5,5,1,0
15,18,20,5,1,0
21,6,7,6,1,1
19,14,15,6,1,1
